Model,Description,Harga_MD,Harga_IPP,Harga_SDP,Harga_ADP,Harga_DPP,Harga_MSRP,Harga_Non_DPP,Category,Sumber,Warranty,Brand
DS-2SE3C404MWG-E/14,"Captures a large area and great details at the same time 4MP 1/2.8"" progressive scan CMOS,H.265+/H.265; [PTZ channel]: IR Distance: up to 40 m;4x opti",5222700,5222700,5222700,5222700,5222700,8034923,5865494,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2SE4C225MWG-E/12 with bracket,"Bullet lens: Accurate human and vehicle target classification, alarm,based on deep learning algorithm 1/3"" Progressive Scan CMOS Up to 1920 × 1080@30f",10513400,10513400,10513400,10513400,10513400,16174462,11807357,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2SE4C425MWG-E/14(F0),"Bullet lens: Accurate human and vehicle target classification, alarm,based on deep learning algorithm 1/3"" Progressive Scan CMOS Up to 2560 × 1440@30f",11476300,11476300,11476300,11476300,11476300,17655846,12888768,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2SE4C425MWG-E/14 with bracket,"Bullet lens: Accurate human and vehicle target classification, alarm,based on deep learning algorithm 1/3"" Progressive Scan CMOS Up to 2560 × 1440@30f",11476300,11476300,11476300,11476300,11476300,17655846,12888768,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE5425WG1-E,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",9539100,9539100,9539100,9539100,9539100,14675538,10713143,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE5425WG1 with bracket,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",9539100,9539100,9539100,9539100,9539100,14675538,10713143,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE5432WG1-E,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",12813100,12813100,12813100,12813100,12813100,19712462,14390097,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE5432WG1 with bracket,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",12813100,12813100,12813100,12813100,12813100,19712462,14390097,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE4225IWG1-E,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",8919700,8919700,8919700,8919700,8919700,13722615,10017509,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE4225IWG1-E with bracket,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",8919700,8919700,8919700,8919700,8919700,13722615,10017509,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE4425IWG1-E,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",9829900,9829900,9829900,9829900,9829900,15122923,11039734,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE4425IWG1-E with bracket,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",9829900,9829900,9829900,9829900,9829900,15122923,11039734,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE4A225IWG1-E,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",10203600,10203600,10203600,10203600,10203600,15697846,11459428,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-2DE4A425IWG1-E,"AI-ISP/AI -FOCUS/VR image Accurate human and vehicle target classification, alarm, and  tracking based on deep learning algorithm Support face capture",11616000,11616000,11616000,11616000,11616000,17870769,13045662,IP PTZ,Hikvision IP PTZ,2 Years Warranty,Hikvision
DS-7604NXI-K1/Vpro,Up to 4-ch AcuSeek and AcuSearch function Adopt Hikvision AcuSense technology to minimize manual effort and security costs Accurate perimeter protecti,3785400,3785400,3785400,3785400,3785400,6105484,4273839, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7604NXI-K1/4P/Vpro,Up to 4-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter protec,5236500,5236500,5236500,5236500,5236500,8445968,5912177, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7608NXI-K1/Vpro,Up to 8-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter protec,4286300,4286300,4286300,4286300,4286300,6913387,4839371, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7608NXI-K1/8P/Vpro,Up to 8-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter protec,7054300,7054300,7054300,7054300,7054300,11377903,7964532, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7616NXI-K1/Vpro,Up to 16-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter prote,5039400,5039400,5039400,5039400,5039400,8128065,5689645, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7608NXI-K2/Vpro,Up to 8-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter protec,5417900,5417900,5417900,5417900,5417900,8738548,6116984, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7608NXI-K2/8P/Vpro,Up to 8-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter protec,9136300,9136300,9136300,9136300,9136300,14735968,10315177, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7616NXI-K2/Vpro,Up to 16-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter prote,6616700,6616700,6616700,6616700,6616700,10672097,7470468, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7616NXI-K2/16P/Vpro,Up to 16-ch AcuSeek and AcuSearch function  Adopt Hikvision Acusense technology to minimize manual effort and security costs  Accurate perimeter prote,12286900,12286900,12286900,12286900,12286900,19817581,13872306, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7632NXI-K2/VPro,Up to 32-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter prote,9014100,9014100,9014100,9014100,9014100,14538871,10177210, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7632NXI-K2/16P/Vpro,Up to 32-ch AcuSeek and AcuSearch function  Accurate perimeter protection effectively reduces false alarms  Adopt Hikvision Acusense technology to min,14487100,14487100,14487100,14487100,14487100,23366290,16356403, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7716NXI-K4/Vpro,Up to 16-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter prote,11344500,11344500,11344500,11344500,11344500,18297581,12808306, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7716NXI-K4/16P/Vpro,Up to 16-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter prote,17002900,17002900,17002900,17002900,17002900,27424032,19196823, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7732NXI-K4/VPro,Up to 32-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter prote,13229300,13229300,13229300,13229300,13229300,21337581,14936306, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7732NXI-K4/16P/VPro,Up to 32-ch AcuSeek and AcuSearch function  Adopt Hikvision AcuSense technology to minimize manual effort and security costs  Accurate perimeter prote,19522500,19522500,19522500,19522500,19522500,31487903,22041532, AcuSeek NVR,Hikvision  AcuSeek NVR,2 Years Warranty,Hikvision
DS-7104NI-Q1/M,"40Mbps Bit Rate Input Max (up to 4-ch IP video), 1 SATA interface, mini 1U case(Metal)",1187100,1187100,1187100,1187100,1187100,1695857,1339727,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7104NI-Q1/4P/M,"40Mbps Bit Rate Input Max (up to 4-ch IP video) 1 SATA interface, 4 independent PoE network interfaces, mini 1U case(Metal)",1968500,1968500,1968500,1968500,1968500,2812143,2221593,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7108NI-Q1/M,"60Mbps Bit Rate Input Max (up to 8-ch IP video), 1 SATA interface, mini 1U case(Metal)",1448900,1448900,1448900,1448900,1448900,2069857,1635187,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7108NI-Q1/8P/M,"60Mbps Bit Rate Input Max (up to 8-ch IP video) 1 SATA interface, 8 independent PoE network interfaces, mini 1U case(Metal)",2764900,2764900,2764900,2764900,2764900,3949857,3120387,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7604NI-Q1(E),"HDD direct insertion design for easy installation 4-channels Motion Detection 2.0 40Mbps Bit Rate Input Max (up to 4-ch IP video), 1 SATA interfaces, ",1912300,1912300,1912300,1912300,1912300,2731857,2158167,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7604NI-Q1/4P(E),"HDD direct insertion design for easy installation 4-channels Motion Detection 2.0 40Mbps Bit Rate Input Max (up to 4-ch IP video), 1 SATA interfaces, ",2906700,2906700,2906700,2906700,2906700,4152429,3280419,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7608NI-Q1(E),"HDD direct insertion design for easy installation 4-channels Motion Detection 2.0 80Mbps Bit Rate Input Max (up to 8-ch IP video), 1 SATA interfaces, ",2175200,2175200,2175200,2175200,2175200,3346462,2342523,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7608NI-Q1/8P(E),"HDD direct insertion design for easy installation 4-channels Motion Detection 2.0 80Mbps Bit Rate Input Max (up to 8-ch IP video), 1 SATA interfaces, ",4045700,4045700,4045700,4045700,4045700,6224154,4356908,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7616NI-Q1(E),"HDD direct insertion design for easy installation 4-channels Motion Detection 2.0 160Mbps Bit Rate Input Max (up to 16-ch IP video), 1 SATA interfaces",2480000,2480000,2480000,2480000,2480000,3815385,2670769,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7608NI-Q2(E),"HDD direct insertion design for easy installation 4-channels Motion Detection 2.0 80Mbps Input, Max (up to 8-ch IP video) 2 SATA interfaces 380 1U min",2628600,2628600,2628600,2628600,2628600,4044000,2830800,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7608NI-Q2/8P(E),"HDD direct insertion design for easy installation 4-channels Motion Detection 2.0 80Mbps Input, Max (up to 8-ch IP video) 2 SATA interfaces 380 1U min",4335200,4335200,4335200,4335200,4335200,6669538,4668677,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7616NI-Q2(E),"HDD direct insertion design for easy installation 4-channels Motion Detection 2.0 160Mbps Input, Max (up to 16-ch IP video) 2 SATA interfaces 380 1U m",2956200,2956200,2956200,2956200,2956200,4548000,3183600,NVR,Hikvision NVR,2 Years Warranty,Hikvision
DS-7616NI-Q2/16P(E),"HDD direct insertion design for easy installation 4-channels Motion Detection 2.0 160Mbps Input, Max (up to 16-ch IP video) 2 SATA interfaces 380 1U m",5897100,5897100,5897100,5897100,5897100,9072462,6350723,NVR,Hikvision NVR,2 Years Warranty,Hikvision
